"corpus","preloaded/notenten23_tt1_1"
"subcorpus","-"
"concordance size","67236"
"query","Query:[ws(1, 3819778)]"
"Reference","Left","KWIC","Right"
"ks.no","av uke 37, og utgjorde da 4,0 prosent av arbeidsstyrken (ujustert). </s><s> Den geografiske og yrkesmessige <coll>fordelingen</coll> har","endret","seg lite siden forrige måling. </s><s> Oslo har i særklasse høyest ledighet, mens de tre nordligste fylkene samt Innlandet og"
"tu.no","differansen i analyseprogrammet vårt – det gjør virkelig en forskjell og er med på å skape trygghet, sier han. </s><s> – <coll>Ting</coll>","endrer","seg, også kundens forsikringsbehov. </s><s> Om man for eksempel har oppdatert mye i materialkost så kan det lønne seg med"
"tu.no","til at han personlig har som rutine å kontakte alle kundene sine en gang i året før forfall for å høre om <coll>behovene</coll> har","endret","seg. </s><s> Knut Ivar sier det også er en stor fordel å samle alle forsikringene i et selskap. – Da får du et selskap og en"
"lo.no","at arbeidstakere med inntekt under 600 000 får full lønn i 20 dager etter at permitteringen iverksettes. </s> <s> <coll>Krisepakken</coll>","endrer","ikke varslingsreglene i Hovedavtalen </s><s> Arbeidsgiver kan ikke beslutte å permittere arbeidstakere på dagen. </s><s> Før"
"hi.no","de hvordan ulike arter fungerer sammen, hvordan økosystemet kan påvirkes av fiskerier, eller hvordan <coll>havstrømmene</coll>","endrer","seg. </s><s> Hvordan brukes modeller ved HI? </s><s> Ved Havforskningsinstituttet er det utstrakt bruk av modeller i forskningen og"
"tk.no","på flyttefot. </s><s> Til et egnet sted på museumsområdet på Kvernes. </s><s> – Siden sist det var på tale å flytte skolestua, har <coll>ting</coll>","endret","seg. </s><s> Bådalen skole skal legges ned fra neste høst. </s><s> Det har kommunestyret bestemt. </s><s> Da kan ikke gammelskolen stå igjen"
"hi.no","en beskrivelse av vannlag og gir oss muligheten til overvåke om temperaturen i dypet hvor torsken vandrer eller <coll>gyter</coll>","endrer","seg over tid. </s><s> *CTD står for Conductivity (strømføringsevne, som henger sammen med saltholdighet), Temperature ("
"hi.no",") , mens området mellom disse per i dag er åpnet for kommersiell seismikk. </s><s> Til forskjell for foregående år er nå <coll>iskanten</coll>","endret","til en iskantsone. </s><s> I stortingsmeldingen er avgrensningen av iskanten som et særlig verdifullt og sårbart område satt"
"hi.no","i de seneste årene har vært basert på forutsetningene om konstant innsats og pålitelige toktdata, Derfor er <coll>rådet</coll>","endret","for å tillate en rehabilitering av forvaltningen av dette fisket. </s><s> Beskatningsmønsteret bør forbedres for å redusere"
"hi.no","<s> Landingsstatistikken er ikke representativ for fangstene da utkastprosenten er høy. </s><s> Så lenge <coll>utkastprosenten</coll> ikke","endrer","seg, kan heller ikke landingene overstige 212 tonn. </s><s> Forvaltningsråd </s><s> ICES anbefaler å følge høstingsregelen og som en"
"hi.no","en viktig årsak til klimaendringene med den store temperaturøkningen om vinteren som vi har sett til nå. </s><s> – <coll>Iskanten</coll>","endrer","klima raskt. </s><s> Når Svalbard nå omtrent er ute av isen, kan vi regne med at temperaturen ikke vil stige like raskt fra nå og"
"tb.no","det vart lenger, ville jeg brutt sammen. </s><s> Tenk på alle pårørende som må stelle sine alvorlige syke i årevis. </s> <s> <coll>Behovet</coll> vil","endre","seg, med eldre som bor stadig lenger hjemme før de får en sykehjemsplass, påpeker hun. </s><s> Uakseptabelt </s><s> Da familien"
"bi.no","og ansatte vil motta jevnlige oppdateringer rundt koronaviruset og hvilke tiltak BI gjør ettersom <coll>situasjonen</coll>","endrer","seg. </s><s> Driver du virksomhet gjør du lurt i å kjøpe rettshjelpforsikring </s><s> De fleste som driver virksomhet har opplevd"
"hi.no","vil holde seg i Kattegat og de sørlige deler av den svenske vestkysten. </s><s> I neste uke vil derimot <coll>forholdene</coll>","endre","seg og modelleringer av havstrømmene indikere økt transport ut av Kattegat. </s><s> Under slike forhold vil oppblomstringen"
"hi.no","av raudåte eller akuttutslipp av olje i sårbare områder. </s><s> Vi har havmodeller som brukes til å forklare hvordan <coll>havet</coll> har","endret","seg over de siste tiårene, og basert på klimamodeller, hvordan det kan komme til å se ut om 10, 20 eller 80 år. </s><s> Hvem bruker"
"dt.no","muligheten vært grundig utredet tidligere. </s><s> Den gang ble konklusjonen at det ikke var mulig. </s><s> Hvilke <coll>premisser</coll> har","endret","seg siden den gang? </s><s> Og hvorfor har de i så fall endret seg på bakrommet og ikke ute i den offentlige rom der slike"
"rb.no","så mye definisjonsmakt, men uten å være mottakelige for kritikk når det avdekkes grove feil. </s><s> Hvordan skal da <coll>systemet</coll>","endre","seg og ta til seg læring? </s><s> Tilliten forvitrer </s><s> Foreldres og fagpersoners opplevelse av et maktapparat som kan gjøre som"
"bi.no","gang- og sykkelnettet fram til brua. </s><s> Det lyktes ikke SA onsdag å få en kommentar fra Sarpsborg kommune til saken. </s> <s> <coll>Lærere</coll>","endrer","liv </s><s> Avisen gjengir alle de gode grunnene for at dette er gode tanker: Læreren er viktig. </s><s> Knapt noe er mer veldokumentert"
"bi.no","grunnene for at dette er gode tanker: Læreren er viktig. </s><s> Knapt noe er mer veldokumentert i skoleforskningen. </s> <s> <coll>Lærere</coll>","endrer","liv. </s><s> Deres betydning for elevers læring kan utviske de uheldige omstendigheter mange barn vokser opp i og lever under. </s>"
"bi.no","indre motivasjon for å predikere arbeidsprestasjoner. </s><s> Det er imidlertid ikke slik at finansielle <coll>incentiver</coll> alltid","endrer","adferd og dermed øker den ytre motivasjonen. </s><s> Jeg får for eksempel bonus avhengig hvor mange artikler jeg publiserer og"
"dt.no","når de svinger innom sykehuset og møter barna som er der. </s><s> Desember er årets verste brannmåned. </s><s> Det vil <coll>Brannvesenet</coll>","endre","på og starter aksjon mot boligbranner. </s><s> DRAMMENSOMRÅDET: Aksjonen innledes med røykvarslerens dag 1. desember. </s>"
"bi.no","<s> Lederens Verktøykasse: Er tankene dine klare for digital endring? </s><s> Digital informasjon og <coll>kommunikasjonsteknologi</coll>","endrer","fundamentalt arbeidets art og kontekst. </s><s> Mange organisasjoner arbeider aktivt for å introdusere og bruke ny"
"dn.no","inn i DNBs konsernledelse, samtidig som Liv Fiksdahl er ferdig som konserndirektør for IT og Operations. </s><s> DNB <coll>Bank</coll> har","endret","sin konsernledelse. </s><s> Endringene kommer for å få økt kraft bak DNBs strategiske løsninger, skriver banken i en"
"dt.no","på for mange nye salmer. </s><s> Liturgiene har også blitt endret de siste årene, og ikke alt har vært til det bedre. </s> <s> <coll>Folket</coll>","endrer","seg, og kirken er også i endring. </s><s> Det viktigste for oss som ""driver"" kirken, er at den skal være åpen, inkluderende og"
"dt.no","med folk som kommer til kirken, uansett om de kommer ofte eller sjelden. </s><s> Der tror jeg faktisk kirken de siste <coll>årene</coll> har","endret","seg, og jeg vet at det har betydd mye for mange. </s><s> MeningerDette er et debattinnlegg. </s><s> Innlegget gir uttrykk for"
"sa.no",". </s><s> Han spiller walthorn i dag, som han gjorde den gangen. </s><s> Og like stø på tonen er han også. </s><s> Men både musikken og <coll>miljøet</coll> har","endret","seg kraftig opp gjennom årene, til det positive, mener Nilsen. </s><s> – Utviklingen har vært enorm. </s><s> Det er nesten umulig å"
"tb.no","bl.a. med vedlikehold av maskiner. </s><s> 3000 mennesker går og sykler over Kaldnesbrua hver dag. </s><s> Den elleve år gamle <coll>brua</coll> har","endret","måten vi ferdes på i Tønsberg, men nå er den egentlig for smal for alle som bruker den. </s><s> Stenging av to av byens mest"
"dn.no","mener: Det er like stor forskjell på seniorene i arbeidslivet som det er mellom ansatte i andre aldre. </s><s> En <coll>aldersgrense</coll>","endrer","ikke det. </s><s> Det bør være et mål om å harmonisere aldersgrensene i norsk arbeidsliv. </s><s> Det gjøres ikke nødvendigvis gjennom"
"dn.no","ned prisene i visse perioder, i stedet for å holde stabilt høye priser hele tiden. </s><s> Sørgard mener folks <coll>handlevaner</coll> har","endret","seg i takt med reglene fra myndighetene, samtidig som de allerede velger seg ut én butikk de vanligvis handler i. </s><s> – Folk"
"dt.no","i Norge. </s><s> Dette er en markant nedgang fra i fjor. </s><s> Årsaken til at så få Irakere og afghanere får opphold i Norge, er at <coll>UDI</coll> har","endret","praksis da store deler av Irak og hele Afghanistan nå regnes som trygge. </s><s> Det viser at Frps tydelige signaler om en"
"dn.no","Merete Bø. </s><s> – Nei, svarer Thomas Giertsen. </s><s> – Jeg skal vise deg min vinkjeller – og du kan fortelle meg hvem jeg var. </s> <s> <coll>Smaken</coll>","endrer","seg hele tiden, og jeg har lyst til å kaste ut mye fortløpende. </s><s> Da jeg tok vinkelnerutdannelsen, måtte vi engasjere oss i"
"dn.no","fra Tromsø – med på laget, og hun igjen insisterte på å få med Loke-Johan Eliassen Larsen som kokk. </s> <s> <coll>Koronapandemien</coll>","endret","prosjektet. </s><s> Åpningen ble forsinket, store arrangementer utgikk, og restauranten ble mer ambisiøs enn planlagt. </s><s> – I"
"bi.no","grunnstoffer, slik som karbon, bly og fluor, blir miljøproblemer. </s><s> Ta for eksempel klimaendringer: <coll>Klimaet</coll>","endrer","seg gradvis ettersom vi mennesker tilfører atmosfæren mer og mer karbonmolekyler, ved forbruk av fossile brensler. </s>"
"wis.no","etternavnet fra ""txt"" til ""html"". </s><s> Altså test.html. </s><s> Du må bekrefte endring av etternavn (filtype). </s><s> Du ser at <coll>ikonet</coll> har","endret","seg til den nettleseren som er satt som standard for nettsider på din maskin (mest trolig Edge hvis du har Windows 10). </s>"
"ssb.no","som til en viss grad påvirker sammenliknbarheten mellom kvartalene. </s><s> I 3. kv. 2015 ble <coll>utvalgsplanen</coll>","endret",". </s><s> I 1. kvartal 2016 ble nytt skjema tatt i bruk, samtidig som beregningsopplegget ble lagt om. </s><s> Se mer om endringene i Om"
"snl.no",", og som altså i virkeligheten faktisk er sant, skulle komme til å endre seg til å bli usant, så ville <coll>subjektet</coll> også ha","endret","sin oppfatning. </s><s> Tanken bak er at denne betingelsen sikrer at ens oppfatning vil være sensitiv nok til å få med seg om"
"opn.no","en algoritme som baserer seg på antall besøkende og antall såkalte sidehenvisninger de tre siste månedene. </s> <s> <coll>Tallene</coll>","endrer","seg derfor dag for dag. </s><s> Samtidig er det viktig å ha i bakhodet at statistikk over trafikk på Internett ikke er en eksakt"
"ifi.no","kjøkkeninnredningen, eller kan vi bare legge i tråkksonen? </s><s> Jeg vet at med parkett må man legge overalt fordi <coll>parketten</coll>","endrer","seg etter temperatursvingninger, men det gjør vel ikke flisene? </s><s> Sahel </s><s> Sahel er et tørt savanneområde sør for"
"wwv.no",", og få så ut til å vite eller bry seg om at den egentlige Gaustatoppen ligger ute på eggen ca 500 m lenger mot NNV. </s> <s> <coll>Terrenget</coll>","endrer","seg dramatisk utover eggen som kan virke smal på folk med høydeskrekk, og noe komplisert å ta seg frem på pga at ruten går"
"snl.no","overflatelaget, epilimnion, og kaldere vann på større dyp, hypolimnion. </s><s> Termoklinen er det dypet hvor <coll>temperaturen</coll>","endrer","seg (avtar) mest med økende dyp, se sommerstratifikasjon. </s><s> Tåketur til Besshøe (Skrevet av Knut-SA 08.11.2010) Tur"
"nsr.no","er identifisert og anerkjent. </s><s> Rådsmedlem Randi A. Skum mener det vil være urimelig dersom norske <coll>myndigheter</coll> ensidig","endrer","rettighetssituasjonen i kystens viktigste næring. </s><s> Les mer her 12.10.2006 </s><s> Øker bevilgningene til språk og kultur"
"snl.no","i å bestemme forstyrrelsen i bølgefronten til enhver tid. </s><s> Siden de aktuelle atmosfæriske <coll>forstyrrelsene</coll> gjerne","endrer","seg i løpet 1/100 sekund, må de nødvendige korreksjonene kunne måles og korrigeres like raskt. </s><s> For å måle hvordan den"
"2d6.no","tid, for mye figurer, for mye endring til at jeg kunne ta det i tillegg til det andre jeg spilte. </s><s> AoS endrer dette. </s> <s> <coll>Spillet</coll>","endrer","fundamentalt på hvilken spillopplevelse som settes i høysetet, og dette tiltalte meg så mye at jeg kjøpte mine første"
"ifi.no",", og settes enkelt opp ved at lim smøres på veggen. </s><s> Hver rull inneholder hele 11,05 meter tapet. </s><s> – <coll>Tidene</coll>","endrer","seg, men det finnes uttrykk, former og elementer som aldri falmer. </s><s> Her er de samlet i en kolleksjon som passer til alle"
"2d6.no","kommer til å bli myrdet hvis jeg drar til Bergen rett før hun skal bort. </s><s> Er som sagt ganske hypp på å være med, så hvis <coll>datoen</coll>","endrer","seg så kommer jeg garantert! </s><s> forhold </s><s> Forholdet mellom to tall er resultatet når det ene tallet blir dividert på det"
"snl.no","juridisk person (selskap m.m.) og kjennetegn på et enkeltpersonforetak. </s><s> Ved lov 91/2003 ble <coll>betegnelsen</coll>","endret","til foretaksnavn. </s><s> Uttrykket firma brukes også som betegnelse på selve selskapet eller foretaket. </s><s> Faktaboks </s>"
"snl.no","i ferskvann i flere år før de gjennomgår en smoltifisering. </s><s> Denne prosessen gjør at atferd, morfologi og <coll>fysiologi</coll>","endrer","seg slik at de er tilpasset et liv i saltvann. </s><s> Utvandringen skjer på våren. </s><s> Til forskjell fra laksen, og tildels også"
"snl.no","sammenslåing av Geologisk museum, Zoologisk museum, Botanisk museum og Botanisk hage på Tøyen i Oslo. </s> <s> <coll>Institusjonen</coll>","endret","navn til Naturhistorisk museum i 2005. </s><s> Naturhistorisk museum er Norges største samling av naturvitenskapelige"
"ifi.no","gir en fin kontrast i nyanser. </s><s> Et knep som brukes mye i ensfargede/monokrome rom. </s><s> (Frode Larsen/ifi.no) </s><s> At <coll>fargen</coll>","endrer","seg med ulik glans, er en effekt som kan utnyttes i fargesettingen av et rom. </s><s> Ved å bruke samme farge i ulik glans på vegger"
"snl.no","å søke tredimensjonale virkninger og bruke flere, lysere og mer nyanserte farger. </s><s> Det blendende lyse <coll>sølvgule</coll>","endrer","det nye fargespektrum mest markant. </s><s> Berømte renessansevinduer er syklusen i King''s College Chapel i Cambridge,"
"2d6.no","jeg går løs på, det er trenden TOer er med på å sette i Norge. </s><s> Det er ikke enkelt for hvem som helst å være med. <coll>De</coll> har","endret","regler i regelboken, og de har fjernet enheter i bøker, men ikke hele bøkene. </s><s> Jeg syns det er synd og kjedelig. </s><s> Jeg håper"
"2d6.no","slettet min arrangementspåmelding, muligens dårlig kutyme men jeg har ikke fått noen reaksjoner på det. </s><s> Da <coll>siden</coll> ikke","endret","seg i løpet av hva jeg anså som en rimelig tid ringte jeg både Kristian, som vedlikeholdt siden, og Espen. </s><s> Jeg synes det"
