"corpus","preloaded/notenten23_tt1_1"
"subcorpus","-"
"concordance size","156846"
"query","Query:[ws(1, 129938433)]"
"Reference","Left","KWIC","Right"
"ta.no","gjennom å utføre logistikkoperasjoner der fartøyene befinner seg. </s><s> Dette er en etterspurt kapasitet i Nato. </s><s>","Byttet","<coll>lokaler</coll> for å satse – nå har butikken lagt ned </s><s> PORSGRUNN: Tidligere i år byttet Hovenga Parfyme og Helsekost AS lokaler"
"ta.no",". </s><s> Dette er en etterspurt kapasitet i Nato. </s><s> Byttet lokaler for å satse – nå har butikken lagt ned </s><s> PORSGRUNN: Tidligere i år","byttet","Hovenga <coll>Parfyme</coll> og Helsekost AS lokaler inne på Hovengasenteret og var klar for å gyve løs. </s><s> Nå har selskapet meldt"
"tu.no","er det en heller dårlig investering å benytte seg av dette tilbudet om du har en telefon som nærmer seg utløp av garanti. </s><s> Å","bytte","<coll>skjerm</coll> hos et uautorisert verksted koster som regel et sted mellom 1000 og 2000 kroner avhengig av produkt, skade og"
"tu.no",". </s><s> Da sier du uansett fra deg garantien (men ikke nødvendigvis reklamasjonsretten). </s><s> Det er dessuten ingen heksekunst å","bytte","<coll>skjerm</coll> på egen hånd. </s><s> Det finnes flere guider for forskjellige modeller, for eksempel fra selvreparasjonssamfunnet"
"tu.no","snå og slipper å tenke så mye på å holde balansen. </s><s> Foto: Odd Richard Valmot </s><s> Det er ikke uvanlig å gå opp 100.000 i lønn ved å","bytte","<coll>jobb</coll> . </s><s> Ekspertene har 6 råd </s><s> Hva bør du si og hva bør du ikke si når du ber om høyere lønn? </s><s> To av Norges fremste eksperter på"
"tu.no","er flere enn på lenge, også sammenlignet med før pandemien. </s><s> Men hvor mye mer i lønn kan du egentlig få på å","bytte","<coll>jobb</coll> nå når det er arbeidstagers marked? </s><s> I Gjemnes betaler de 7144 kroner i vannavgift, i Stavanger 1023. </s><s> Her ser du"
"mf.no","på praksis og bruker praksiserfaringer aktivt i kunnskaps- og ferdighetstilegnelse. </s><s> Som en hovedregel kan <coll>emner</coll>","byttes","ut med emner på samme nivå, forutsatt at emnet er godkjent for å kunne inngå i graden master i praktisk teologi. </s><s> De"
"mf.no","et fast system av emner på 5000-nivå og av et større selvstendig arbeid (masteroppgaven). </s><s> Som en hovedregel kan <coll>emner</coll>","byttes","ut med emner på samme nivå. </s><s> Programmet har for tiden følgende studieretninger: Det gamle testamente, Det nye"
"an.no",". </s><s> Overlege i patologi, Sveinung W. Sørbye, tror liv kunne vært spart dersom den norske <coll>screeningmetoden</coll> hadde blitt","byttet","ut. </s><s> – I Norge dør det årlig 10-20 kvinner som følge av feiltolkede celleprøver. </s><s> Han mener tiden er moden for å innføre"
"sa.no","utvisning Sarpsborg. </s><s> Jonas Klefbeck får for dytt. </s><s> Det ble nok hva angår scoringer for Fjerdingbys keeper. </s><s> Bortelaget","bytter","<coll>keeper</coll> . </s><s> 5.28: MÅL SARPSBORG! 6-2! </s><s> I spill fire mot fire setter Sarpsborg full fart i angrep med to spillere. </s>"
"sa.no","videre. </s><s> Da vil plutselig andre lag bytte for at det skjer noe i deres nærmiljø. </s><s> - Du måtte selv overtale Sarpsborg 08 til å","bytte","<coll>kampdag</coll> mot Skeid? </s><s> - Det er riktig at jeg ringte. </s><s> Jeg pratet med Cato Klaussen og jeg tror ikke han var klar over hvorfor"
"lo.no","eller det kan være ifm anbudskonkurranser. </s><s> Eksempler kan være hvis en kantine bytter driver, ett renholdsoppdrag","bytter","<coll>leverandør</coll> eller en virksomhet blir solgt. </s><s> Utgangspunktet er at du som arbeidstaker, følger med på kjøpet. </s><s> Men, kan du"
"lo.no","din arbeidshverdag blir dårligere, kanskje mister du rettigheter til pensjon eller forsikringer eller kanskje du må","bytte","<coll>arbeidssted</coll> . </s><s> Høyesterett har sagt at i noen tilfeller, og på bestemte vilkår, har arbeidstakere valgrett. </s>"
"rb.no","fotballhelter. </s><s> Så dro laget videre til Parkbiografen, hvor festen fortsatte utover natta. </s><s> – Vi har latt barna våre","bytte","<coll>narkotika</coll> og aksjer i hasjplantasjer uten å sette grenser, fastslår sjokkerte foreldre. </s><s> – Bevisstløst, innser de. </s>"
"rb.no","frisert inn til stammen i elgehøyde, men med ei krone som vitner om at også her er påstandene om at ""rovdyret"" utrydder","byttet","en kraftig <coll>overdrivelse</coll> fra folk som har mer sinne enn vett. </s><s> Eller som en skogeier på Romerike i et ubetenksomt øyeblikk"
"if.no","skadefritt, desto mer bonus får du – faktisk helt opp til 75 prosent. </s><s> Å kjøre skadefritt vil virkelig lønne seg. </s><s> Hvis du","bytter","<coll>bil</coll> kan du ta med deg bonusen fra forrige bil over på den nye. </s><s> Husk imidlertid på at du må ha penger til å betale denne"
"sb.no","<s> To junikvelder om drøye tre måneder skinner sola forhåpentlig like ivrig over eiendommen, og <coll>folketomheten</coll> er","byttet","ut med et sommertørt folkehav med store smil og oppmerksomme ører. </s><s> Det håper i hvert fall nevnte Weider og Rastad. </s><s> For"
"pd.no","lyst har du lov"", og de gode kritikkene fortsetter å strømme på. </s><s> – Jeg var inne i dag og så om VG hadde anmeldt oss, men de har","bytta","<coll>dag</coll> til fredag. </s><s> CD-en er sendt ut til nesten hundre medier, og fikk jo også veldig gode anmeldelser på NRK, sier han. </s>"
"tu.no","rensede oljen går tilbake til tanken for gjenbruk hele tiden, forklarer Levorstad. </s><s> – Vi har fortsatt ikke hatt behov å","bytte","<coll>STU-filteret</coll> nå et halvt år etter installasjonen, skyter Henrik fornøyd inn. </s><s> – Den nye løsningen krever også mye"
"tu.no","trykktapet i filteret ble et problem som måtte løses. </s><s> – Dette var en skikkelig vrien problemstilling. </s><s> Først prøvde vi å","bytte","<coll>filterelementene</coll> til et annet materiale som skulle håndtere dette bedre, men det ble ikke bra nok, erkjenner han. </s><s> Å"
"rb.no",". </s><s> Det har i lang tid ligget i kortene at Romaus Orjinta ikke hadde noen framtid i LSKs førsteellever. </s><s> Da <coll>nigerianeren</coll> ble","byttet","ut ved pause i treningskampen mot Kongsvinger for to uker siden, ble det ny fart i spekulasjonene. </s><s> Og i går ble LSK og"
"rb.no","Lillejord. </s><s> Spilleklar i august </s><s> 35-åringen kom til Monaco som Le Mans-toppscorer for ett år siden. </s><s> Men etter at klubben","byttet","<coll>manager</coll> har han slitt med spilletid. </s><s> Med ny russisk eier og friske penger inn, har veien til klubbens førstelag blitt"
"tb.no","byen som samlet tusenvis av tilskuere langs kanalen midt i byen. </s><s> Til helgen blir det nok en folkefest når <coll>hestekreftene</coll>","byttes","ut med arm- og beinkraft når NM i Triatlon går av stabelen med start og mål på brygga. </s><s> Selv om turisttrykket har lagt seg,"
"hi.no","fredagstacoen? </s><s> Kronikk i Bergens Tidende 4. februar: Vi trenger flere modige trendsettere blant folk flest som vil","bytte","<coll>tacokjøttet</coll> med skjell fra havet, og rucculaen med tare. </s><s> Publisert: 05.02.2019 Forfatter: havforsker Arne Duinker </s>"
"hi.no",", matbloggere, lærere og andre entusiaster. </s><s> Vi trenger likevel flere modige trendsettere blant folk flest som vil","bytte","<coll>tacokjøttet</coll> med skjell, og rucculaen med tare. </s><s> Tar du utfordringen? </s><s> Se video av kronikkforfatter Arne Duinker på"
"dt.no","båten til faren. </s><s> Helene Andrea Nilsen blir foreldreløs, men skal leve i mange, mange år. </s><s> Hun skal se hest og <coll>kjerre</coll> bli","byttet","ut med motoriserte kjøretøy. </s><s> Se gutter få langt hår, og jenter klippe seg kort. </s><s> Finne kjærligheten i en urmakerstudent"
"dn.no","en høyt prioritert oppgave, sier Per Christian Voss om å finne ny sjef. </s><s> Både styreleder og nestleder i <coll>Ahus-styret</coll> ble","byttet","ut onsdag formiddag, etter konfliktfylte tumulter i arbeidet med å finne ny Ahus-sjef. </s><s> Den konstituerte direktøren"
"hi.no","tilgjengelig. </s><s> 1/5 </s><s> – Det var også noen som lurte på om man kan pusse tennene til haien, men det trengs ikke fordi <coll>tennene</coll>","byttes","ut med nye tannsett når de slites ut. </s><s> Blodig seanse </s><s> Mens noen barn syntes det var ekkelt med alt blodet under"
"dt.no","donerer tid, lokaler, kompetanse og talenter til en samlende markering. </s><s> – Vi har blant annet byttefester der du kan","bytte","<coll>ting</coll> du ikke har bruk for, med noe du kanskje har bruk for, sier Vogt. </s><s> 17. </s><s> JANUAR Kl. 08.00-10.00: Frokostmøte. </s><s> Innlegg"
"dt.no","Vaagan Moen hadde ingen god dag i posisjonen sentralt på midten sammen med Mohammed Abu. </s><s> Han kom bedre til sin rett da han","byttet","<coll>plass</coll> med Bassel Jradi i posisjonen rett bak spissen i andreomgang. </s><s> Péter Kovács, som kom inn samtidig som Lehne Olsen,"
"sb.no","koster stasjonsvogna bare 10.000 kroner mer enn tilsvarende personbil, et beløp du får gode renter på den dagen <coll>bilen</coll>","byttes","inn. </s><s> Mest interessante motor i S60/V60 vil til å begynne med være D3, en femsylindret dieselmotor med 163 hk effekt. </s>"
"if.no","en måte som føles fornuftig for dem. </s><s> Om det føles fornuftig, er det lettere å følge. </s><s> Lange og kompliserte passord som må","byttes","hver <coll>måned</coll> er et eksempel på misforstått IT-sikkerhet som fører til murring hos ansatte. </s><s> Lag en sikkerhetspolicy En"
"sb.no","bilens instruksjonsbok før du tar vask med underspyling, anbefaler Nielsen. </s><s> Han forteller også at <coll>vaskemaskinene</coll>","byttes","ut etter rundt 100.000 vask på hans stasjon. </s><s> Det tilsvarer rundt fem år. </s><s> (ANB) </s><s> Trygg trafikk om farlige hekker: – Her"
"oa.no","det første Flirt-toget rullet ut på Gjøvikbanen. </s><s> Deretter kommer det ett nytt hver måned, helt til alle ti <coll>togsett</coll> er","byttet","ut innen juni neste år. </s><s> Hvert sett har en prislapp på 80 millioner kroner, så totalt sett blir det altså en investering på"
"sb.no",", godt hjulpet av at disse kommer gunstig gjennom det norske avgiftssystemet. </s><s> Mange vil kjøpe hybridbil neste gang de","bytter","<coll>kjøretøy</coll> , viser en ny undersøkelse. </s><s> 31 prosent svarer hybrid, mens 35 prosent svarer at de foretrekker en"
"dn.no","nå av Storbritannia. </s><s> Det betyr at også vi må ut i nytt farvann i vår handel med Storbritannia. </s><s> De gamle <coll>spillereglene</coll>","byttes","ut. </s><s> Norske bedrifter må være årvåkne mens vi etablerer nye.( </s><s> Vilkår)Copyright Dagens Næringsliv AS og/eller våre"
"dt.no","seg opp betydelig etter at Bane Nor stengte Drammenbanen for vedlikehold i slutten av juni. </s><s> Selv om <coll>togavgangene</coll> er","byttet","ut med busser, er det langt fra alle som benytter seg av dette tilbudet. </s><s> I stedet for å stå i lange busskøer, og i tillegg"
"oa.no",". </s><s> ""Båten skal være i tipp topp stand"" </s><s> Det Norske flagg som vanligvis henger i forriggen på Skibladner skal denne <coll>dagen</coll>","byttes","ut med Kongeparets 80 år monogram. </s><s> ""Vi er skjerpet for å gi topp, topp service og en topp opplevelse"" sier Blichfeldt. </s>"
"tb.no","dusj flaten med det. </s><s> Skyll og tørk deretter med en mikrofibermopp og rent vann. </s><s> Arbeid over mindre områder av gangen, og","bytt","<coll>skyllevann</coll> ofte. </s><s> Rengjøringsmiddel </s><s> Malervask, forvask, husvask og interiørvask er det som gjelder. </s><s> Små flater kan"
"tb.no","for at den fortsatt ser moderne ut. </s><s> Innvendig er det gode - og dårlige nyheter. </s><s> Det gamle <coll>infotainementysystemet</coll> er","byttet","ut. </s><s> Det er langt færre knapper å forholde seg til, og det er bra. </s><s> Skjermen har vokst og menystrukturen er fin. </s><s> Det er"
"ta.no",". </s><s> 11. </s><s> Sampdoria - Bologna H </s><s> To strake seire til Sampdoria, mot Bolognas ene poeng på de to siste, gjør at disse lagene har","byttet","<coll>plass</coll> rundt midten. </s><s> Og siden en nesten alltid må ha med H i Italia, tar jeg sjansen på å spille den rein her. </s><s> 12. </s><s> Cagliari -"
"dn.no","stilling til konserndirektør for Wealth Management and Insurance. </s><s> Med det tar han over for Bengt Olav Lund. </s><s> – Hvorfor","bytter","Trond <coll>Bentestuen</coll> fra personmarked til spareområdet? </s><s> – Det er konsernsjefen som setter sammen ledelsen som han mener"
"dn.no","<s> Det er gjort endringer i organisasjon og lagoppstillingen. </s><s> Med det er det noen som går ut, noen som kommer inn og noen som","bytter","<coll>arbeidsoppgaver</coll> , sier Midteide. </s><s> Rasmus Aage T. Figenschou er konstituert som ny konserndirektør for New Business. </s>"
"dn.no",", sier han. </s><s> Skal ikke bytte jobb </s><s> Tidligere på dagen kommenterte Berit Svendsen overfor DN at hun ikke har planer om å","bytte","<coll>jobb</coll> . </s><s> – Jeg fikk jobben som leder for Telenor Skandinavia 1. mars 2017, har store planer og er allerede i gang med å"
"dt.no","menneskerettighetserklæring, som bygger på sharia. </s><s> Her heter det at ""Mennesker har ikke rett til å forlate islam,","bytte","<coll>religion</coll> eller gifte seg utenom religionen."" </s><s> Imamer i Drammen bør si fra om de støtter OIS'' erklæring eller FNs"
"dn.no","for at de private barnehagene holder lovfestet kvalitet. </s><s> Verktøyet blir dårligere dersom barnehagen ved å","bytte","<coll>kontantstrømmer</coll> tillates å bryte forbindelsen mellom årlig tilskudd og årlig inntekt. </s><s> Dette er argumenter for å"
"dn.no","til burgerkjeden Wimpy. </s><s> 1935 Da Walt Disney lager tegnefilm av historien om kong Midas, vil kongen i ""The Golden Touch""","bytte","hele <coll>kongeriket</coll> i en hamburger. </s><s> 1937 Bob Wian i Bob''s Big Boy-restauranten i Glendale, California, legger to"
"far.no","funnet,"" sa Mikkel. </s><s> ""Jaså,"" sa bjørnen, og gren og siklet, så godt syntes han det skulle være å få litt honning. </s><s> ""Skal vi","bytte","<coll>kost</coll> ?"" </s><s> sa han. </s><s> Men så gjorde de veddemål, og ble forlikt om at de skulle nevne tre slags trær. </s><s> Kunne reven si det fortere"
"opn.no",", påpekte han. </s><s> Nygaard ble nordisk juniormester i Troms i 1984 og nr. 2 i en seniorlandskamp i Steinkjer samme år. </s><s> Senere","byttet","Truls <coll>Nygaard</coll> ut O-skoa med prestekjole. </s><s> Tvedts barndomsvenn og O-løper, Tom Erik Eikanger, bød de vel 700 fremmøtte"
"opn.no","skal få til gode etapper som de selv er fornøyd med. </s><s> Det samme gjelder for så vidt på ungdomssiden hvor halve <coll>laget</coll> blir","byttet","ut fra i fjor. </s><s> I NM stafetten for seniorer, på hjemmebane, har vi som mål å bli topp 5 i herreklassen og topp 10 i"
"opn.no","på hele stadion. </s><s> Dermed blir det et behagelig nivå i hele området. </s><s> I orientering er dette vanskelig fordi man hele tiden","bytter","<coll>samlingsplass</coll> og det blir mye jobb. </s><s> Så dessverre må du nok bare leve med det. </s><s> [Svar] </s><s> Nå er jo ikke alle som ikke løper"
"fug.no","ved å tette igjen vanninntak. </s><s> Hvordan bytter vi skole? </s><s> Vi er ikke fornøyde med skolen våre barn går på og ønsker å","bytte","<coll>skole</coll> . </s><s> Hvordan går vi frem? </s><s> Svar: </s><s> Det er ulikt regelverk for offentlige og private skoler, for skoler i utlandet og fra"
